"국외 지진 검색 결과를 번호, 발생시각, 규모, 깊이, 위도, 경도, 위치, 지도보기로 제공하는 표",,,,,,,
number,origin_time,magnitude,depth,latitude,longitude,location,map
1902,2024-01-21 6:31,6.5,629,7.32 S,71.51 W,브라질 타라우아카 북서쪽 123km 지역,지도
1901,2024-01-21 0:48,6.1,195,18.48 N,145.57 E,북마리아나제도 사이판 북쪽 364km 해역,지도
1900,2024-01-19 7:12,6.4,218,18.93 S,175.15 W,통가 누쿠알로파 북쪽 246km 해역,지도
1899,2024-01-11 18:20,6.4,207,36.51 N,70.60 E,아프가니스탄 주름 남남서쪽 44km 지역,지도
1898,2024-01-09 17:59,6,10,37.90 N,137.80 E,일본 니이가타현(혼슈) 니이가타 서쪽 107km 해역,지도
1897,2024-01-09 5:48,6.7,70,4.86 N,126.19 E,필리핀 제너럴산토스 남동쪽 179km 해역,지도
1896,2024-01-06 5:26,5.3,10,37.20 N,136.80 E,일본 도야마현(혼슈) 도야마 북북서쪽 67km 지역,지도
1895,2024-01-04 17:16,5,10,37.80 N,137.60 E,일본 니이가타현(혼슈) 니이가타 서쪽 125km 해역,지도
1894,2024-01-03 10:54,5.5,10,37.40 N,136.90 E,일본 도야마현(혼슈) 도야마 북북서쪽 83km 지역,지도
1893,2024-01-01 16:10,7.4,-,37.50 N,137.20 E,일본 도야마현(혼슈) 도야마 북쪽 90km 해역,지도
1892,2023-12-31 2:16,6.3,39,2.96 S,139.35 E,인도네시아 자야푸라 서남서쪽 159km 지역,지도
1891,2023-12-28 18:15,6.4,160,44.10 N,149.20 E,일본 홋카이도 구시로 동북동쪽 408km 해역,지도
1890,2023-12-23 2:36,6.1,10,52.05 S,27.97 E,남아프리카공화국 포트엘리자베스 남쪽 2025km 해역,지도
1889,2023-12-21 23:55,6.3,33,51.33 N,175.36 W,미국 알래스카 아닥 남동쪽 106km 해역,지도
1888,2023-12-20 21:11,6.2,93,15.96 S,72.60 W,페루 아레키파 서북서쪽 124km 지역,지도
1887,2023-12-19 0:59,6.2,10,35.70 N,102.79 E,중국 간쑤성 린샤현 북쪽 15km 지역,지도
1886,2023-12-11 15:33,6.1,238,18.68 S,175.48 W,통가 누쿠알로파 북쪽 275km 해역,지도
1885,2023-12-07 21:56,7.1,48,20.66 S,169.21 E,뉴칼레도니아 누메아 북동쪽 330km 해역,지도
1884,2023-12-04 4:49,6.9,31,8.96 N,126.63 E,필리핀 부투안 동쪽 119km 해역,지도
1883,2023-12-03 19:35,6.6,56,8.45 N,126.72 E,필리핀 부투안 동남동쪽 141km 해역,지도
1882,2023-12-03 2:40,6.2,18,8.41 N,126.75 E,필리핀 부투안 동남동쪽 146km 해역,지도
1881,2023-12-03 1:03,6.4,64,8.42 N,126.78 E,필리핀 부투안 동남동쪽 148km 해역,지도
1880,2023-12-02 23:37,7.6,33,8.53 N,126.45 E,필리핀 부투안 동남동쪽 110km 해역,지도
1879,2023-11-28 6:46,6.6,44,3.30 S,144.00 E,파푸아뉴기니 포트모르즈비 북북서쪽 768km 해역,지도
1878,2023-11-26 18:40,5,110,27.00 N,127.00 E,일본 오키나와현 오키나와 북서쪽 111km 해역,지도
1877,2023-11-24 18:05,7.1,12,20.17 N,145.57 E,북마리아나제도 마우그섬 북동쪽 41km 해역,지도
1876,2023-11-22 13:47,6.7,23,14.99 S,167.98 E,바누아투 루간빌 북동쪽 106km 해역,지도
1875,2023-11-22 11:48,6,116,1.74 N,127.15 E,인도네시아 테르나테 북북서쪽 109km 해역,지도
1874,2023-11-17 17:14,6.7,78,5.59 N,125.05 E,필리핀 제너럴산토스 남남서쪽 60km 해역,지도
1873,2023-11-14 16:00,6.1,10,4.04 S,87.08 E,남인도양 해역,지도
1872,2023-11-11 5:50,5,110,31.30 N,130.80 E,일본 가고시마현(규슈) 가고시마 남동쪽 40km 지역,지도
1871,2023-11-11 5:45,6.1,11,6.16 S,130.09 E,인도네시아 암본 남동쪽 346km 해역,지도
1870,2023-11-10 19:11,6.1,10,45.30 N,151.60 E,일본 홋카이도 구시로 동북동쪽 631km 해역,지도
1869,2023-11-08 22:02,6.7,10,6.15 S,129.91 E,인도네시아 암본 남동쪽 333km 해역,지도
1868,2023-11-08 13:52,6.9,10,6.39 S,129.76 E,인도네시아 암본 남남동쪽 347km 해역,지도
1867,2023-11-02 6:04,6,28,10.01 S,123.71 E,인도네시아 티모르섬 쿠팡 북북동쪽 21km 지역,지도
1866,2023-10-31 21:33,6.7,41,28.75 S,71.57 W,칠레 라세레나 북북서쪽 132km 해역,지도
1865,2023-10-31 20:10,6.4,548,17.54 S,179.01 W,피지 수바 동북동쪽 280km 해역,지도
1864,2023-10-29 13:32,6,80,19.42 S,168.77 E,바누아투 포트빌라 남남동쪽 193km 해역,지도
1863,2023-10-24 8:05,6.2,6,23.91 N,122.80 E,대만 화롄 동쪽 127km 해역,지도
1862,2023-10-23 19:10,6,23,29.95 S,177.52 W,뉴질랜드 케르메덱 제도 해역,지도
1861,2023-10-23 4:20,5,10,23.35 N,117.40 E,중국 황강 남동쪽 54km 해역,지도
1860,2023-10-16 20:35,6.4,187,52.45 N,176.85 W,미국 알래스카 아닥 북북서쪽 65km 해역,지도
1859,2023-10-16 19:42,6,40,25.10 N,125.60 E,일본 오키나와현 오키나와 서남서쪽 242km 해역,지도
1858,2023-10-15 12:36,6.3,8,34.62 N,62.05 E,아프가니스탄 헤라트 북북서쪽 33km 지역,지도
1857,2023-10-13 12:44,6,5,51.80 S,139.50 E,호주 태즈메이니아주 호바트 남남서쪽 1153km 해역,지도
1856,2023-10-12 5:04,6.4,12,52.04 S,139.63 E,호주 태즈메이니아주 호바트 남남서쪽 1170km 해역,지도
1855,2023-10-11 19:36,5.8,17,23.25 N,121.34 E,대만 화롄 남남서쪽 81km 지역,지도
1854,2023-10-11 9:41,6.3,10,34.58 N,62.07 E,아프가니스탄 헤라트 북북서쪽 28km 지역,지도
1853,2023-10-10 19:01,6,247,22.88 S,66.22 W,아르헨티나 후후이주 산살바도르데후후이 북북서쪽 174km 지역,지도
1852,2023-10-07 17:34,6.7,54,5.60 S,146.13 E,파푸아뉴기니 마당 남동쪽 56km 지역,지도
1851,2023-10-07 16:12,6.2,10,34.55 N,61.88 E,아프가니스탄 헤라트 북서쪽 37km 지역,지도
1850,2023-10-07 15:41,6.2,10,34.63 N,61.93 E,아프가니스탄 헤라트 북서쪽 40km 지역,지도
1849,2023-10-06 10:31,6.3,10,30.00 N,139.90 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 571km 해역,지도
1848,2023-10-05 11:00,6.6,10,29.80 N,139.80 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 591km 해역,지도
1847,2023-10-04 20:21,6.4,122,5.34 N,126.06 E,필리핀 제너럴산토스 남동쪽 131km 해역,지도
1846,2023-10-03 20:38,6.3,40,30.00 N,140.80 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 598km 해역,지도
1845,2023-09-28 23:40,6,126,15.58 S,167.71 E,바누아투 루간빌 동쪽 59km 해역,지도
1844,2023-09-22 6:11,6.1,188,14.00 S,167.19 E,바누아투 솔라 서남서쪽 41km 해역,지도
1843,2023-09-20 23:45,6,10,4.55 S,105.75 W,멕시코 게레로주 아카풀코 남남서쪽 2467km 해역,지도
1842,2023-09-18 22:21,6.4,170,26.50 N,125.20 E,일본 오키나와현 오키나와 서쪽 249km 해역,지도
1841,2023-09-13 20:49,6.1,10,36.22 S,97.94 W,칠레 볼디비아 서쪽 2193km 해역,지도
1840,2023-09-12 20:03,6.3,41,19.27 N,121.22 E,필리핀 라오그 북북동쪽 136km 해역,지도
1839,2023-09-11 21:51,6,163,1.13 N,127.48 E,인도네시아 테르나테 북북동쪽 39km 지역,지도
1838,2023-09-11 0:02,5.3,30,29.30 N,129.20 E,일본 가고시마현(규슈) 가고시마 남남서쪽 287km 해역,지도
1837,2023-09-09 23:43,6,10,0.01 N,119.77 E,인도네시아 팔루 북쪽 101km 해역,지도
1836,2023-09-09 7:11,6.8,19,31.11 N,8.44 W,모로코 마라케시 남서쪽 72km 지역,지도
1835,2023-09-09 2:28,5,20,29.60 N,128.50 E,일본 가고시마현(규슈) 가고시마 남서쪽 297km 해역,지도
1834,2023-09-08 18:09,6.6,90,32.72 S,179.31 W,뉴질랜드 타우랑가 북동쪽 688km 해역,지도
1833,2023-09-07 8:48,6.2,41,30.28 S,71.54 W,칠레 코킴보 남남서쪽 41km 해역,지도
1832,2023-09-05 18:30,5.5,9,23.53 N,120.39 E,대만 카오슝 북쪽 101km 지역,지도
1831,2023-09-02 5:49,6.1,141,50.70 N,156.32 E,러시아 세베로쿠릴스크 동북동쪽 13km 지역,지도
1830,2023-08-29 4:55,7.1,516,6.78 S,116.57 E,인도네시아 마타람 북북동쪽 207km 해역,지도
1829,2023-08-23 23:22,6.2,569,26.92 S,63.34 W,아르헨티나 산티아고 델 에스테로 북동쪽 133km 지역,지도
1828,2023-08-19 3:33,5.1,50,42.40 N,143.10 E,일본 홋카이도 구시로 서남서쪽 123km 지역,지도
1827,2023-08-18 2:04,6.3,10,4.42 N,73.51 W,콜롬비아 비야비센시오 북북동쪽 34km 지역,지도
1826,2023-08-18 1:41,6,10,0.31 S,19.57 W,대서양 중앙 해령,지도
1825,2023-08-16 21:47,6.5,193,13.88 S,167.16 E,바누아투 솔라 서쪽 42km 해역,지도
1824,2023-08-14 22:51,6.1,10,13.38 N,147.54 E,괌 하갓냐 동쪽 300km 해역,지도
1823,2023-08-06 3:33,5.5,10,37.16 N,116.34 E,중국 산둥성 더저우시 남쪽 30km 지역,지도
1822,2023-08-05 16:20,6.2,598,28.21 S,63.19 W,아르헨티나 산티아고 델 에스테로 동남동쪽 115km 지역,지도
1821,2023-07-26 21:44,6.4,10,14.76 S,167.91 E,바누아투 포트 올리 동북동쪽 95km 해역,지도
1820,2023-07-26 21:37,4.5,10,36.50 N,132.70 E,일본 시마네현(혼슈) 마쓰에 북북서쪽 119km 해역,지도
1819,2023-07-24 11:49,6,553,24.18 S,178.76 E,피지 수바 남쪽 673km 해역,지도
1818,2023-07-19 9:22,6.5,70,12.81 N,88.13 W,엘살바도르 산미겔 남쪽 75km 해역,지도
1817,2023-07-17 12:05,6.6,171,38.19 S,70.37 W,아르헨티나 네우켄 북서쪽 220km 지역,지도
1816,2023-07-16 15:48,7.4,9,54.38 N,160.70 W,알라스카 샌드포인트 남쪽 106km 해역,지도
1815,2023-07-14 18:29,6.3,35,15.03 N,93.88 W,멕시코 타파출라 서쪽 175km 해역,지도
1814,2023-07-11 5:28,6.6,10,20.02 N,61.10 W,푸에르토리코 카롤리나 동북동쪽 542km 해역,지도
1813,2023-07-10 7:11,5.2,15,24.04 N,121.57 E,대만 화롄 북쪽 10km 지역,지도
1812,2023-07-02 19:27,6.9,225,17.85 S,174.94 W,통가 누쿠알로파 북쪽 366km 해역,지도
1811,2023-06-28 8:38,5.8,443,42.09 N,134.06 E,러시아 블라디보스토크 동남동쪽 207km 해역,지도
1810,2023-06-25 16:16,6,7,24.03 S,175.63 W,통가 누쿠알로파 남쪽 325km 해역,지도
1809,2023-06-22 10:24,5.2,40,26.40 N,127.90 E,일본 오키나와현 오키나와 북동쪽 30km 해역,지도
1808,2023-06-19 13:50,5.2,60,42.50 N,143.00 E,일본 홋카이도 구시로 서남서쪽 125km 지역,지도
1807,2023-06-19 6:59,6,10,48.62 S,31.12 E,남아프리카공화국 포트엘리자베스 남남동쪽 1698km 해역,지도
1806,2023-06-19 5:30,6.6,33,23.20 N,108.30 W,멕시코 마사틀란 서쪽 194km 해역,지도
1805,2023-06-17 20:26,6,35,23.44 S,175.43 W,통가 누쿠알로파 남쪽 258km 해역,지도
1804,2023-06-16 17:11,6,22,23.57 S,175.89 W,통가 누쿠알로파 남남서쪽 280km 해역,지도
1803,2023-06-16 3:06,7.2,167,22.98 S,177.21 W,통가 누쿠알로파 남서쪽 292km 해역,지도
1802,2023-06-15 11:19,6.2,124,13.80 N,120.71 E,필리핀 바탕가스 서쪽 38km 해역,지도
1801,2023-06-11 18:55,6.2,140,42.50 N,142.00 E,일본 홋카이도 삿포로 남동쪽 82km 해역,지도
1800,2023-06-10 14:31,5.3,10,22.86 N,120.70 E,대만 카오슝 북동쪽 47km 지역,지도
1799,2023-05-31 11:21,6.2,-,49.60 S,163.92 E,뉴질랜드 더니든 남서쪽 643km 해역,지도
1798,2023-05-27 9:11,6,215,18.46 S,175.20 W,통가 누쿠알로파 북쪽 298km 해역,지도
1797,2023-05-26 19:03,6.2,50,35.60 N,140.70 E,일본 지바현(혼슈) 지바 동쪽 54km 해역,지도
1796,2023-05-25 12:05,6.6,10,8.89 N,77.12 W,콜롬비아 몬테리아 서쪽 137km 해역,지도
1795,2023-05-25 0:49,6.2,167,6.98 S,129.53 E,인도네시아 암본 남남동쪽 395km 해역,지도
1794,2023-05-22 7:20,5.4,190,29.80 N,129.50 E,일본 가고시마현(규슈) 가고시마 남남서쪽 224km 해역,지도
1793,2023-05-22 0:45,6.1,78,10.27 S,161.44 E,솔로몬제도 호니아라 동남동쪽 189km 지역,지도
1792,2023-05-21 23:56,6.8,10,43.44 S,39.37 E,남아프리카 공화국 포트엘리자베스 남동쪽 1580km 해역,지도
1791,2023-05-20 10:51,7.1,36,23.06 S,170.46 E,뉴칼레도니아 누메아 동남동쪽 421km 해역,지도
1790,2023-05-19 11:57,7.7,38,23.23 S,170.69 E,뉴칼레도니아 누메아 동남동쪽 448km 해역,지도
1789,2023-05-18 8:02,6.4,256,15.12 N,90.86 W,과테말라 산타 크루즈 델 키체 동북동쪽 33km 지역,지도
1788,2023-05-13 16:10,5.1,10,29.90 N,130.00 E,일본 가고시마현(규슈) 가고시마 남남서쪽 196km 해역,지도
1787,2023-05-11 22:33,6.1,-,24.20 N,125.20 E,일본 오키나와현 오키나와 남서쪽 335km 해역,지도
1786,2023-05-11 18:52,5.4,50,42.30 N,143.00 E,일본 홋카이도 구시로 남서쪽 136km 지역,지도
1785,2023-05-11 4:16,5.4,40,35.20 N,140.20 E,일본 지바현(혼슈) 지바 남쪽 46km 지역,지도
1784,2023-05-11 1:02,7.6,210,15.60 S,174.61 W,사모아 아피아 서남서쪽 364km 해역,지도
1783,2023-05-10 21:54,5.1,10,37.60 N,137.30 E,일본 도야마현(혼슈) 도야마 북쪽 101km 해역,지도
1782,2023-05-10 7:14,5,10,37.60 N,137.30 E,일본 도야마현(혼슈) 도야마 북쪽 101km 해역,지도
1781,2023-05-05 21:58,5.8,10,37.50 N,137.20 E,일본 도야마현(혼슈) 도야마 북쪽 90km 지역,지도
1780,2023-05-05 14:42,6.3,10,37.50 N,137.30 E,일본 도야마현(혼슈) 도야마 북쪽 90km 해역,지도
1779,2023-05-05 0:38,5.1,15,23.44 N,121.32 E,대만 화롄 남남서쪽 61km 지역,지도
1778,2023-05-01 12:22,6.2,10,26.00 N,128.80 E,일본 오키나와현 오키나와 동남동쪽 114km 해역,지도
1777,2023-04-28 12:13,6.2,577,25.11 S,178.46 E,피지 수바 남쪽 776km 해역,지도
1776,2023-04-25 5:00,7.1,16,0.78 S,98.53 E,인도네시아 파당 서쪽 204km 해역,지도
1775,2023-04-24 9:41,7.3,34,30.03 S,177.90 W,뉴질랜드 케르메덱 제도 해역,지도
1774,2023-04-22 17:23,6.1,44,5.29 S,125.58 E,인도네시아 암본 서남서쪽 339km 해역,지도
1773,2023-04-19 18:06,6.3,56,6.00 S,149.61 E,파푸아뉴기니 칸드리안 북동쪽 23km 지역,지도
1772,2023-04-18 13:31,6.6,563,22.28 S,179.39 E,피지 수바 남남동쪽 471km 해역,지도
1771,2023-04-14 18:55,7,594,6.03 S,112.03 E,인도네시아 투반 북쪽 96km 해역,지도
1770,2023-04-14 0:54,6,8,49.23 N,129.56 W,캐나다 포트맥닐 남서쪽 233km 해역,지도
1769,2023-04-10 10:05,6,10,3.51 S,149.00 E,파푸아뉴기니 킴베 북북서쪽 260km 해역,지도
1768,2023-04-05 7:18,6.6,10,7.58 N,82.32 W,파나마 보카치카 남쪽 72km 해역,지도
1767,2023-04-04 21:54,6.2,15,13.75 N,125.54 E,필리핀 레가스피 동북동쪽 206km 해역,지도
1766,2023-04-03 23:59,6.1,85,0.89 N,98.84 E,인도네시아 파당시뎀푸안 남서쪽 73km 해역,지도
1765,2023-04-03 12:06,6.5,106,52.78 N,158.48 E,러시아 캄차카반도 옐리조보 남쪽 45km 지역,지도
1764,2023-04-03 3:04,7,63,4.29 S,143.16 E,파푸아뉴기니 포트모르즈비 북서쪽 725km 지역,지도
1763,2023-04-01 18:41,5,10,38.30 N,138.90 E,일본 니이가타현(혼슈) 니이가타 북북서쪽 46km 해역,지도
1762,2023-03-31 2:33,6.3,13,35.66 S,73.54 W,칠레 탈카우아노 북북서쪽 124km 해역,지도
1761,2023-03-28 18:18,6.1,20,41.10 N,142.80 E,일본 아오모리현(혼슈) 아오모리 동쪽 175km 해역,지도
1760,2023-03-28 7:19,6.1,86,8.21 S,158.93 E,솔로몬제도 부알라 서쪽 73km 해역,지도
1759,2023-03-23 1:00,6.5,210,23.48 S,66.51 W,아르헨티나 산안토니오 데로스 코브레스 북북서쪽 84km 지역,지도
1758,2023-03-22 1:47,6.5,188,36.52 N,70.98 E,아프가니스탄 주름 남남동쪽 40km 지역,지도
1757,2023-03-21 10:45,5.3,7,23.65 N,121.31 E,대만 화롄 남서쪽 41km 지역,지도
1756,2023-03-19 2:12,6.7,66,2.85 S,79.80 W,에콰도르 마찰라 북북동쪽 49km 지역,지도
1755,2023-03-16 9:56,7,22,30.12 S,176.11 W,뉴질랜드 타우랑가 북동쪽 1102km 해역,지도
1754,2023-03-14 9:49,6.3,222,5.43 S,146.84 E,파푸아뉴기니 모로베 라에 북쪽 145km 해역,지도
1753,2023-03-07 22:51,6,10,3.21 S,150.65 E,파푸아뉴기니 캐비엥 남남서쪽 72km 해역,지도
1752,2023-03-07 15:02,6,39,7.47 N,126.03 E,필리핀 민다나오섬 다바오 북동쪽 70km 지역,지도
1751,2023-03-04 15:41,6.9,206,29.48 S,178.79 W,뉴질랜드 케르메덱 제도 해역,지도
1750,2023-03-03 3:04,6.5,10,15.36 S,166.39 E,바누아투 루간빌 서북서쪽 85km 해역,지도
1749,2023-03-01 14:36,6.5,599,4.81 S,149.49 E,파푸아뉴기니 킴베 북서쪽 108km 해역,지도
1748,2023-02-26 6:24,6.2,38,6.11 S,149.79 E,파푸아뉴기니 칸드리안 동북동쪽 29km 지역,지도
1747,2023-02-25 22:27,6.1,60,42.80 N,145.10 E,일본 홋카이도 구시로 동남동쪽 62km 해역,지도
1746,2023-02-24 5:02,6.3,97,3.32 N,128.15 E,인도네시아 테르나테 북북동쪽 294km 해역,지도
1745,2023-02-23 9:37,6.8,21,38.07 N,73.21 E,타지키스탄 무르고프 서쪽 67km 지역,지도
1744,2023-02-21 2:04,6.4,10,36.13 N,36.01 E,튀르키예 안타키아 서남서쪽 16km 지역,지도
1743,2023-02-17 19:38,4.3,10,34.10 N,130.40 E,일본 규슈 후쿠오카 북쪽 57km 해역,지도
1742,2023-02-17 18:37,6.1,39,6.60 S,132.08 E,인도네시아 암본 남동쪽 539km 해역,지도
1741,2023-02-16 3:10,6.1,20,12.32 N,123.87 E,필리핀 레가스피 남쪽 92km 해역,지도
1740,2023-02-13 18:18,6.1,374,29.52 S,177.97 W,뉴질랜드 케르메덱 제도 해역,지도
1739,2023-02-06 21:02,6,10,38.06 N,36.54 E,튀르키예 가지안테프 북서쪽 133km 지역,지도
1738,2023-02-06 19:24,7.5,10,38.02 N,37.20 E,튀르키예 가지안테프 북쪽 108km 지역,지도
1737,2023-02-06 10:28,6.7,10,37.41 N,36.83 E,튀르키예 가지안테프 서북서쪽 62km 지역,지도
1736,2023-02-06 10:17,7.8,24,37.20 N,37.00 E,튀르키예 가지안테프 서북서쪽 37km 지역,지도
1735,2023-02-01 19:44,6,14,7.78 N,126.05 E,필리핀 마거그포 북동쪽 46km 지역,지도
1734,2023-01-30 8:49,6.1,50,40.01 N,82.29 E,중국 신장자치구 사야현 남남서쪽 133km 지역,지도
1733,2023-01-26 19:45,6,136,30.25 S,178.67 W,뉴질랜드 케르메덱 제도 해역,지도
1732,2023-01-25 3:37,6.4,601,26.69 S,63.17 W,아르헨티나 산티아고 델 에스테로 북동쪽 164km 지역,지도
1731,2023-01-21 7:09,6.8,611,26.72 S,63.04 W,아르헨티나 산티아고 델 에스테로 북동쪽 170km 지역,지도
1730,2023-01-20 20:23,6.2,166,16.13 N,62.16 W,푸에르토리코 카롤리나 동남동쪽 475km 해역,지도
1729,2023-01-18 15:06,7.2,60,2.75 N,127.11 E,인도네시아 테르나테 북쪽 220km 해역,지도
1728,2023-01-18 9:34,6.1,147,0.05 S,123.18 E,인도네시아 술라웨시 섬 고론탈로 남남동쪽 65km 해역,지도
1727,2023-01-16 13:50,6.1,400,28.90 N,139.70 E,일본 시즈오카현(혼슈) 시즈오카 남쪽 687km 해역,지도
1726,2023-01-16 7:30,6,48,1.88 N,97.94 E,인도네시아 파당시뎀푸안 서북서쪽 158km 해역,지도
1725,2023-01-15 20:37,5.3,30,25.10 N,125.90 E,일본 오키나와현 오키나와 남서쪽 217km 해역,지도
1724,2023-01-12 1:17,6,10,49.86 S,114.30 W,동태평양 남쪽 해령,지도
1723,2023-01-10 2:47,7.6,95,7.09 S,130.04 E,인도네시아 암본 남남동쪽 430km 해역,지도
1722,2023-01-08 21:32,7,28,14.94 S,166.88 E,바누아투 포트 올리 서북서쪽 23km 해역,지도
1721,2022-12-29 1:34,6,10,21.26 S,171.36 E,바누아투 포트빌라 남동쪽 506km 해역,지도
1720,2022-12-24 6:17,5.2,13,23.12 N,121.18 E,대만 화롄 남남서쪽 100km 지역,지도
1719,2022-12-20 19:34,6.4,16,40.52 N,124.39 W,미국 캘리포니아 펀데일 서남서쪽 12km 해역,지도
1718,2022-12-15 13:03,6.2,6,23.77 N,121.78 E,대만 화롄 남동쪽 31km 해역,지도
1717,2022-12-15 3:40,6.3,84,51.73 N,178.65 E,미국 알래스카 아닥 서쪽 324km 해역,지도
1716,2022-12-13 23:25,6,30,27.60 N,129.50 E,일본 오키나와현 오키나와 북동쪽 237km 해역,지도
1715,2022-12-11 23:31,6,20,17.22 N,100.48 W,멕시코 게레로주 아카풀코 서북서쪽 74km 지역,지도
1714,2022-12-05 4:24,6.7,36,15.40 S,172.97 W,사모아 아피아 남서쪽 217km 해역,지도
1713,2022-11-23 10:08,6.1,4,40.84 N,30.97 E,튀르키예 아다파자리 동쪽 48km 지역,지도
1712,2022-11-23 1:39,6.2,19,30.82 N,116.44 W,멕시코 엔세나다 남쪽 118km 해역,지도
1711,2022-11-22 11:03,7.3,10,9.80 S,159.57 E,솔로몬제도 호니아라 남서쪽 58km 해역,지도
1710,2022-11-18 22:37,6.9,10,4.96 S,100.74 E,인도네시아 벵쿨루 남서쪽 212km 해역,지도
1709,2022-11-14 17:09,6.1,350,33.80 N,137.50 E,일본 미에현(혼슈) 쓰 남동쪽 137km 해역,지도
1708,2022-11-14 14:04,6.1,627,26.04 S,178.23 E,피지 수바 남쪽 879km 해역,지도
1707,2022-11-13 11:24,6.4,10,37.45 S,73.70 W,칠레 콘셉시온 남서쪽 90km 해역,지도
1706,2022-11-12 16:09,6.7,587,20.20 S,178.20 W,피지 수바 남동쪽 420km 해역,지도
1705,2022-11-11 19:48,7.1,10,19.29 S,172.13 W,남태평양 통가 네이아푸 동남동쪽 207km 해역,지도
1704,2022-11-09 18:51,7,665,26.04 S,178.38 E,피지 수바 남쪽 878km 해역,지도
1703,2022-11-09 18:38,6.8,629,25.97 S,178.36 E,피지 수바 남쪽 870km 해역,지도
1702,2022-11-09 17:40,5,50,36.20 N,140.00 E,일본 도치기현(혼슈) 우쓰노미야 남남동쪽 41km 지역,지도
1701,2022-11-04 19:02,6.2,10,28.14 N,112.30 W,멕시코 과이마스 서쪽 140km 해역,지도
1700,2022-11-03 19:04,5,70,35.70 N,140.20 E,일본 지바현(혼슈) 지바 북동쪽 13km 지역,지도
1699,2022-11-02 13:53,6,10,31.43 N,133.30 W,북태평양 해역,지도
